legacy_detail_id,order_no,defect_code,symptom,critical_rank,quantity
265ce3b7,QC26010002,,จุดสี /Colcr dct,Minor,8
8aae69cb,QC26010002,,รอยขีด/scratch mark,Minor,1
5a24fc80,QC26010002,,พิมพ์แตก/Printing cracked,Minor,1
2f7aabf7,QC26010002,,บุบ/Dent,Minor,1
345fd1c5,QC26010003,,เปื้อนสี / stain color,Minor,1
5d457df5,QC26010005,,จุดสี /Colcr dct,Minor,2
163ea9cc,QC26010005,,ประกอบไม่สุด/Assembled not complete,Minor,1
ffb06ce1,QC26010005,,แหว่ง/chip,Minor,1
1c69b6f7,QC26010008,,จุดสี /Colcr dct,Minor,30
62dd2789,QC26010009,,คราบวาสลีน/Vaseline stain,Minor,31
1d88f3b7,QC26010010,,จุดสี /Colcr dct,Minor,33
314c691b,QC26010010,,คราบสกปรก/Dirty,Minor,1
a754f995,QC26010017,,มีเศษพลาสติก/scrap plastic,Minor,24
06e72ff6,QC26010019,,ไม่เหมือน STD./ not same STD.,Minor,250
9bbd700a,QC26010019,,สีไม่ตรง STD./Color off Standard,Minor,250
0f581c35,QC26010019,,รอยด่าง/stain spot,Minor,33
1f0295a2,QC26010019,,เป็นเม็ด/Dot,Minor,1
338fc7e5,QC26010020,,สีไม่ตรง STD./Color off Standard,Minor,800
8e05f17d,QC26010021,,สีไม่ตรง STD./Color off Standard,Minor,500
e94a5564,QC26010032,,สีไม่ตรง STD./Color off Standard,Minor,200
22d0327e,QC26010034,,สีไม่ตรง STD./Color off Standard,Minor,315
5a833419,QC26010035,,สีไม่ตรง STD./Color off Standard,Minor,500
61e81b71,QC26010036,,เส้นผม/hair,Critical,1
b7fef3f0,QC26010036,,หมุนไม่สุด,Minor,57
6e6b3c42,QC26010036,,จุดสี /Colcr dct,Minor,3
15402247,QC26010036,,ส่วนประกอบไม่ครบ/Missing components,Major,1
3ab26312,QC26010037,,สีไม่ตรง STD./Color off Standard,Minor,315
9b7ba768,QC26010043,,ไม่เหมือน STD./ not same STD.,Minor,200
1ad70f57,QC26010044,,สีไม่ตรง STD./Color off Standard,Minor,315
f1c5c7ba,QC26010045,,สีไม่ตรง STD./Color off Standard,Minor,315
d22db105,QC26010045,,รอยย่น/Wrinkle,Minor,27
77eccd51,QC26010045,,ปิดเบา เปิดเบา / Softly closed,Major,1
c0ac295c,QC26010045,,ร้าว/crack,Critical,1
525d3cbd,QC26010046,,รอยขีด/scratch mark,Minor,6
a4b5e010,QC26010046,,เป็นเม็ด/Dot,Minor,3
48fe0e53,QC26010046,,ผิวไม่เรียบ/Uneven sufface,Minor,1
66c675f6,QC26010046,,ถลอก/Peel off,Minor,1
17f7eebe,QC26010046,,คราบสกปรก/Dirty,Minor,1
d7a6fccd,QC26010047,,เป็นเม็ด/Dot,Minor,24
f0af50dd,QC26010047,,คราบวาสลีน/Vaseline stain,Minor,5
179ac011,QC26010047,,รอยขีด/scratch mark,Minor,3
63551ee0,QC26010077,,สีไม่ตรง STD./Color off Standard,Minor,125
16e0f9d9,QC26010078,,สีไม่ตรง STD./Color off Standard,Minor,125
f722dea1,QC26010079,,สีไม่ตรง STD./Color off Standard,Minor,200
aedc686a,QC26010080,,สีไม่ตรง STD./Color off Standard,Minor,200
f56391c2,QC26010080,,เปื้อนสี / stain color,Minor,1
92e22cb2,QC26010081,,สีไม่ตรง STD./Color off Standard,Minor,400
c55894cd,QC26010081,,รอยขีด/scratch mark,Minor,2
271e8d97,QC26010081,,โดนความร้อน/Has mark from heat,Minor,1
869defce,QC26010081,,จุดสี /Colcr dct,Minor,2
73439eee,QC26010082,,สีไม่ตรง STD./Color off Standard,Minor,400
be285a87,QC26010082,,ถลอก/Peel off,Minor,1
d10a96ea,QC26010082,,เปื้อนตัวยา / stain bulk,Minor,1
6adee672,QC26010083,,สีไม่ตรง STD./Color off Standard,Minor,400
29c4bcee,QC26010083,,คราบสกปรก/Dirty,Minor,1
cace10dc,QC26010084,,สีไม่ตรง STD./Color off Standard,Minor,630
09844c7e,QC26010084,,จุดสี /Colcr dct,Minor,7
9537f4f2,QC26010084,,คราบสกปรก/Dirty,Minor,1
6d9a6559,QC26010090,,จุดสี /Colcr dct,Minor,7
952a2991,QC26010090,,คราบสกปรก/Dirty,Minor,6
6a22a268,QC26010091,,คราบวาสลีน/Vaseline stain,Minor,22
241fc861,QC26010091,,ถลอก/Peel off,Minor,1
0c6a4382,QC26010091,,ประกายเงิน/silver streak,Minor,1
698dc205,QC26010092,,จุดสี /Colcr dct,Minor,36
bb3dcc7b,QC26010092,,คราบสกปรก/Dirty,Minor,1
a7484640,QC26010092,,ถลอก/Peel off,Minor,1
37e66acb,QC26010093,,แตก/broken,Major,1
ef9bb64a,QC26010093,,ประกอบไม่สุด/Assembled not complete,Minor,1
bc217b06,QC26010094,,หมุนไม่สุด,Minor,28
34a396c5,QC26010094,,เสียรูปทรง/Deform,Minor,2
8d80014c,QC26010095,,มีเศษพลาสติก/scrap plastic,Minor,24
99977d1d,QC26010096,,มีเศษพลาสติก/scrap plastic,Minor,26
feb89901,QC26010096,,จุดสี /Colcr dct,Minor,3
50d2a35a,QC26010097,,รอยเส้น/Trace mark,Minor,25
5d9603e8,QC26010097,,รอยขีด/scratch mark,Minor,1
50398b6b,QC26010098,,จุดสี /Colcr dct,Minor,32
7f40e0a6,QC26010098,,ถลอก/Peel off,Minor,2
dc3de1a0,QC26010099,,หมุนไม่สุด,Minor,33
94829f94,QC26010100,,คราบสกปรก/Dirty,Minor,3
ca137fb3,QC26010100,,จุดสี /Colcr dct,Minor,3
0ef700b9,QC26010100,,ประกายเงิน/silver streak,Minor,1
00a3bbb9,QC26010100,,เสียรูปทรง/Deform,Major,1
67f3fdd6,QC26010100,,เปื้อนสี / stain color,Minor,1
44607a76,QC26010100,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
e71c8cdc,QC26010101,,มีเศษพลาสติก/scrap plastic,Minor,3
5d4d2c8d,QC26010101,,รอยขีด/scratch mark,Minor,2
7e6f6026,QC26010102,,แหว่ง/chip,Minor,32
049c20f1,QC26010102,,เสียรูปทรง/Deform,Major,1
b2c92f3b,QC26010104,,สีไม่ตรง STD./Color off Standard,Minor,200
bb6725ce,QC26010105,,สีไม่ตรง STD./Color off Standard,Minor,200
22547766,QC26010109,,ถลอก/Peel off,Minor,2
99422327,QC26010109,,เอียง,Minor,2
04ebcd1b,QC26010109,,ร้าว/crack,Critical,1
48dd4420,QC26010112,,มีเศษพลาสติก/scrap plastic,Minor,38
7b0551d6,QC26010112,,เสียรูปทรง/Deform,Minor,1
77eb175a,QC26010113,,ขาด / missing,Minor,5
7c0dd3a0,QC26010114,,สีไม่ตรง STD./Color off Standard,Major,200
0c098ade,QC26010114,,พิมพ์ถลอก/Printing Peel off,Minor,1
27d2a222,QC26010114,,เปื้อนสี / stain color,Minor,1
fe0425df,QC26010115,,สีไม่ตรง STD./Color off Standard,Minor,315
20ea7978,QC26010115,,เปื้อนสี / stain color,Minor,1
dc0aa5bb,QC26010116,,ส่วนประกอบไม่ครบ/Missing components,Minor,1
0f9fa974,QC26010119,,จุดสี /Colcr dct,Critical,18
00b6df75,QC26010120,,มีเศษพลาสติก/scrap plastic,Minor,24
3b3e98f0,QC26010120,,คราบสกปรก/Dirty,Minor,3
917ed837,QC26010121,,สีไม่ตรง STD./Color off Standard,Minor,500
2f694c18,QC26010125,,แตก/broken,Major,1
d925aa6d,QC26010125,,เสียรูปทรง/Deform,Major,1
79a40f35,QC26010127,,พิมพ์ถลอก/Printing Peel off,Minor,1
b0337ed0,QC26010127,,พิมพ์ไม่ตรงตำแหน่ง/Printing not position,Major,1
27364292,QC26010129,,สีไม่ตรง STD./Color off Standard,Minor,630
aef4bfd5,QC26010129,,จุดสี /Colcr dct,Minor,6
cf1ded1b,QC26010129,,รอยขีด/scratch mark,Minor,1
83506885,QC26010130,,สีไม่ตรง STD./Color off Standard,Minor,1000
d9d52783,QC26010130,,คราบสกปรก/Dirty,Minor,33
513fef2c,QC26010130,,มีเศษพลาสติก/scrap plastic,Minor,26
fd61e71e,QC26010131,,จุดสี /Colcr dct,Minor,7
a5142945,QC26010131,,คราบสกปรก/Dirty,Minor,4
f42bb566,QC26010131,,บุบ/Dent,Minor,1
f2a804ca,QC26010131,,รอยขีด/scratch mark,Minor,1
202732d0,QC26010132,,สีไม่ตรง STD./Color off Standard,Minor,800
d8ad4b54,QC26010134,,สีไม่ตรง STD./Color off Standard,Minor,200
194fc7f9,QC26010134,,รอยขีด/scratch mark,Minor,3
9cce104f,QC26010134,,บิ่น/chip,Major,1
4d4dc06d,QC26010135,,ไม่เหมือน STD./ not same STD.,Minor,52
79fa6183,QC26010135,,งอ/Bend,Minor,3
cfacdcff,QC26010136,,สีไม่ตรง STD./Color off Standard,Minor,500
65eb0a86,QC26010136,,ผิวไม่เรียบ/Uneven sufface,Minor,31
8c9567fe,QC26010136,,พิมพ์แตก/Printing cracked,Minor,27
9ea2daf6,QC26010136,,พิมพ์ถลอก/Printing Peel off,Minor,4
e3bdeedd,QC26010136,,เปื้อนตัวยา / stain bulk,Minor,3
4cde21e3,QC26010137,,ไม่เหมือน STD./ not same STD.,Minor,500
df9eef02,QC26010144,,พิมพ์แตก/Printing cracked,Minor,2
2347e9a3,QC26010145,,เปื้อนตัวยา / stain bulk,Minor,34
207537cf,QC26010145,,จุดสี /Colcr dct,Minor,3
7dcb1ddf,QC26010145,,เปื้อนสี / stain color,Minor,2
0df26386,QC26010145,,สีไม่ตรง STD./Color off Standard,Minor,500
06f96838,QC26010146,,สีไม่ตรง STD./Color off Standard,Minor,315
4e6ca1a2,QC26010147,,สีไม่ตรง STD./Color off Standard,Minor,246
8f2881f5,QC26010147,,รอยด่าง/stain spot,Minor,26
948ebfaa,QC26010148,,สีไม่ตรง STD./Color off Standard,Minor,125
daca02b5,QC26010158,,สีไม่ตรง STD./Color off Standard,Minor,315
f2d1e991,QC26010159,,สีไม่ตรง STD./Color off Standard,Minor,200
2b83c9f1,QC26010159,,ไม่เหมือน STD./ not same STD.,Minor,200
c6e06171,QC26010159,,คราบกาว/glue stains,Minor,2
f8979356,QC26010160,,สีไม่ตรง STD./Color off Standard,Minor,200
1d07d1d0,QC26010160,,ไม่เหมือน STD./ not same STD.,Minor,200
85a70b2e,QC26010161,,คราบสกปรก/Dirty,Minor,6
7b5d6f89,QC26010161,,เปื้อนสี / stain color,Minor,3
b4e78133,QC26010161,,จุดสี /Colcr dct,Minor,2
bee5fb17,QC26010162,,สีไม่ตรง STD./Color off Standard,Major,630
4c6c03e6,QC26010162,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
e0f6a3e9,QC26010163,,สีไม่ตรง STD./Color off Standard,Major,630
5ac3263d,QC26010163,,สีพิมพ์ไม่สม่ำเสมอ The printed color is uneven.,Minor,630
079af433,QC26010163,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
bf152f50,QC26010163,,คราบสกปรก/Dirty,Minor,2
242871a2,QC26010163,,เสียรูปทรง/Deform,Major,1
5bb255d5,QC26010164,,พิมพ์ไม่ตรงตำแหน่ง/Printing not position,Minor,630
961a83bc,QC26010164,,จุดสี /Colcr dct,Minor,1
7092eab8,QC26010164,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
67e3d9c6,QC26010165,,รอยขีด/scratch mark,Minor,2
3dc13456,QC26010165,,ร้าว/crack,Major,1
8262c43c,QC26010166,,งอ/Bend,Minor,96
1f5168b2,QC26010166,,ไม่ตรงตำแหน่ง/ Die Cut,Minor,41
30087517,QC26010174,,สีไม่ตรง STD./Color off Standard,Minor,500
7662620e,QC26010174,,จุดสี /Colcr dct,Minor,31
2d6ffcaa,QC26010175,,สีไม่ตรง STD./Color off Standard,Minor,500
bab8c174,QC26010176,,คราบสกปรก/Dirty,Minor,20
4aa12181,QC26010177,,คราบกาว/glue stains,Minor,8
babe1ca2,QC26010177,,ไม่เหมือน STD./ not same STD.,Minor,1
0cc8d1b3,QC26010179,,งอ/Bend,Minor,78
049ea562,QC26010179,,ไม่ตรงตำแหน่ง/ Die Cut,Minor,28
d84a44bc,QC26010179,,เส้นผม/hair,Critical,1
6d9ee3fb,QC26010179,,เสียรูปทรง/Deform,Minor,2
9cd78048,QC26010180,,มีเศษพลาสติก/scrap plastic,Minor,52
6092ed94,QC26010181,,สีไม่ตรง STD./Color off Standard,Minor,500
236312f3,QC26010182,,ไม่เหมือน STD./ not same STD.,Major,125
aa1931e5,QC26010182,,เอียง,Minor,1
e87a4e75,QC26010182,,จุดสี /Colcr dct,Minor,1
a4737de8,QC26010182,,ตัดไม่ขาด (์Not Cutting Surface),Minor,1
30df1182,QC26010182,,โดนความร้อน/Has mark from heat,Minor,1
b406d949,QC26020183,,พิมพ์ซ้อน/Printing overlap,Minor,1
16020a34,QC26020184,,เป็นเม็ด/Dot,Minor,1
01e551ee,QC26020184,,ฝุ่น/Dust,Minor,1
049b85f8,QC26020184,,คราบวาสลีน/Vaseline stain,Minor,1
c25d92af,QC26010185,,สีไม่ตรง STD./Color off Standard,Minor,200
0bf5e41c,QC26010186,,สีไม่ตรง STD./Color off Standard,Minor,200
b3e08004,QC26020187,,งอ/Bend,Minor,3
c5a52087,QC26020188,,ฝุ่น/Dust,Minor,32
e2ec1498,QC26020208,,สีไม่ตรง STD./Color off Standard,Minor,200
232847f9,QC26020209,,สีไม่ตรง STD./Color off Standard,Minor,500
a3cf8683,QC26020210,,สีไม่ตรง STD./Color off Standard,Minor,315
7a082192,QC26020218,,คราบสกปรก/Dirty,Minor,5
e8749e27,QC26020218,,จุดสี /Colcr dct,Minor,1
409ef8bd,QC26020218,,รอยขีด/scratch mark,Minor,2
c7d943f4,QC26020219,,สีไม่ตรง STD./Color off Standard,Minor,315
26bb8e6f,QC26020219,,เปื้อนตัวยา / stain bulk,Minor,3
6405ff82,QC26020219,,คราบกาว/glue stains,Minor,2
2d969b3b,QC26020219,,รอยขีด/scratch mark,Minor,2
68b58ef5,QC26020221,,ฝุ่น/Dust,Minor,31
fed0b614,QC26020221,,ไม่เหมือน STD./ not same STD.,Major,1
28d2cec4,QC26020221,,คราบสกปรก/Dirty,Minor,1
23e5c438,QC26020222,,เส้นผม/hair,Critical,1
3699f074,QC26020223,,เส้นผม/hair,Critical,1
f94e9cdc,QC26020230,,มีเศษพลาสติก/scrap plastic,Major,44
51aa4eed,QC26020230,,คราบสกปรก/Dirty,Minor,1
cc0f234e,QC26020242,,ฝุ่น/Dust,Minor,33
3a83ab77,QC26020242,,ถลอก/Peel off,Minor,1
d861c5d8,QC26020242,,จุดสี /Colcr dct,Minor,1
d4ae7a03,QC26020242,,ประกายเงิน/silver streak,Minor,1
c4304ab5,QC26020243,,ไม่ตรงตำแหน่ง/ Die Cut,Minor,2
70397ec9,QC26020247,,สีไม่ตรง STD./Color off Standard,Minor,500
5b43bd3b,QC26020247,,คราบสกปรก/Dirty,Minor,46
dbf0e5a8,QC26020247,,มีเศษพลาสติก/scrap plastic,Minor,51
d1e2ad64,QC26020248,,ถลอก/Peel off,Minor,41
404ef165,QC26020248,,ผิวไม่เรียบ/Uneven sufface,Minor,1
b4666739,QC26020248,,รอยด่าง/stain spot,Minor,1
85b17ee8,QC26020248,,เส้นผม/hair,Critical,1
3e6b33ae,QC26020248,,พิมพ์หนา/Printing too thick,Minor,1000
a62628e6,QC26020248,,พิมพ์เอียง/Printing sloping,Minor,1000
0520bc40,QC26020250,,สีไม่ตรง STD./Color off Standard,Minor,315
a0abe7df,QC26020250,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
9dd4fc6b,QC26020251,,สีไม่ตรง STD./Color off Standard,Minor,315
561a1deb,QC26020251,,ประกายเงิน/silver streak,Minor,22
434aa34d,QC26020251,,รอยขีด/scratch mark,Minor,3
5a64aca0,QC26020252,,ฝุ่น/Dust,Minor,41
77d565a9,QC26020254,,ไม่เหมือน STD./ not same STD.,Critical,315
21f412e0,QC26020256,,ประกอบไม่สนิท / Incomplete,Minor,86
0950a5a4,QC26020257,,ฝุ่น/Dust,Minor,37
f289bc45,QC26020257,,คราบสกปรก/Dirty,Minor,1
3e31c84a,QC26020258,,ฝุ่น/Dust,Minor,40
1c816f7b,QC26020258,,คราบสกปรก/Dirty,Minor,1
38ce88fe,QC26020261,,ฝุ่น/Dust,Minor,43
267bf4b2,QC26020262,,คราบสกปรก/Dirty,Minor,8
9a994c76,QC26020263,,ฝุ่น/Dust,Minor,39
df4d7d40,QC26020264,,ฝุ่น/Dust,Minor,41
1328531c,QC26020265,,ไม่เหมือน STD./ not same STD.,Minor,1000
dbb9e2c6,QC26020265,,สีไม่ตรง STD./Color off Standard,Minor,1000
7ee01ac9,QC26020265,,มีเศษพลาสติก/scrap plastic,Minor,58
ef546e8f,QC26020265,,เป็นเม็ด/Dot,Minor,1
faee24af,QC26020265,,คราบกาว/glue stains,Minor,2
9206a06e,QC26020265,,แหว่ง/chip,Minor,1
571ef1dc,QC26020265,,เส้นผม/hair,Critical,1
8a1337d1,QC26020266,,รอยขีด/scratch mark,Minor,2
2bbeca04,QC26020266,,สีไม่ตรง STD./Color off Standard,Minor,315
2f72a444,QC26020267,,สีไม่ตรง STD./Color off Standard,Minor,315
887c4ac0,QC26020267,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
1a936135,QC26020268,,สีไม่ตรง STD./Color off Standard,Minor,26
8394ba06,QC26020269,,สีไม่ตรง STD./Color off Standard,Minor,125
7bf0a3b8,QC26020270,,สีไม่ตรง STD./Color off Standard,Minor,200
b42c24e7,QC26020271,,เขย่ามีเสียง,Major,43
d9fe648e,QC26020272,,พิมพ์บาง/Printing too thin,Minor,400
648ec275,QC26020272,,รอยขีด/scratch mark,Major,1
017055fb,QC26020272,,เป็นเม็ด/Dot,Minor,1
ac2c4898,QC26020284,,ฝุ่น/Dust,Minor,33
76fdf4da,QC26020285,,ฝุ่น/Dust,Minor,37
ab4cd4ac,QC26020287,,ฝุ่น/Dust,Minor,5
23266033,QC26020287,,เปื้อนสี / stain color,Minor,3
c0d01e4b,QC26020287,,ไม่เหมือน STD./ not same STD.,Minor,2
9ac61bfd,QC26020287,,แหว่ง/chip,Minor,1
34846d2a,QC26020287,,โดนความร้อน/Has mark from heat,Minor,1
6427862d,QC26020287,,คราบสกปรก/Dirty,Minor,1
fec6a78e,QC26020287,,คราบสกปรก/Dirty,Minor,1
1859aa85,QC26020287,,หลุด/loose,Critical,1
0b0d0506,QC26020288,,งอ/Bend,Minor,36
29ebf70f,QC26020293,,สีไม่ตรง STD./Color off Standard,Minor,315
3eb160c9,QC26020293,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
1b740e74,QC26020294,,สีไม่ตรง STD./Color off Standard,Minor,315
8b7ef846,QC26020294,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
23411fcf,QC26020295,,สีไม่ตรง STD./Color off Standard,Minor,315
95e3a90b,QC26020295,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
b5b1df5b,QC26020296,,สีไม่ตรง STD./Color off Standard,Minor,736
060e8dfd,QC26020297,,สีไม่ตรง STD./Color off Standard,Minor,630
1720d3db,QC26020297,,พิมพ์แตก/Printing cracked,Minor,42
d7065189,QC26020297,,ถลอก/Peel off,Minor,3
c0f4c9ea,QC26020297,,รอยขีด/scratch mark,Minor,2
b62bdc10,QC26020298,,สีไม่ตรง STD./Color off Standard,Minor,630
2946a92f,QC26020298,,ถลอก/Peel off,Minor,53
c0c3f103,QC26020298,,เปื้อนสี / stain color,Minor,1
bbf75a61,QC26020298,,เอียง,Minor,5
268222b3,QC26020299,,เป็นเม็ด/Dot,Minor,42
edd11aca,QC26020299,,จุดสี /Colcr dct,Minor,6
70742965,QC26020299,,ประกายเงิน/silver streak,Minor,1
e00c2669,QC26020299,,ฟองอากาศ/Bubble,Minor,1
eb1a8667,QC26020299,,บุบ/Dent,Minor,1
e48e3a0b,QC26020299,,รอยเส้น/Trace mark,Minor,1
e09558b0,QC26020300,,จุดสี /Colcr dct,Minor,7
665a3047,QC26020300,,เป็นเม็ด/Dot,Minor,5
a754de80,QC26020300,,คราบวาสลีน/Vaseline stain,Minor,2
5306c5a7,QC26020300,,รอยด่าง/stain spot,Minor,1
8b63d1ef,QC26020300,,รอยขีด/scratch mark,Minor,1
0a014789,QC26020302,,สีไม่ตรง STD./Color off Standard,Minor,315
3ae0b916,QC26020302,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
7cd93218,QC26020303,,สีไม่ตรง STD./Color off Standard,Minor,315
c56d6402,QC26020303,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
cc3ee05e,QC26020304,,ร้าว/crack,Critical,1
2cbf32d5,QC26020304,,รอยเส้น/Trace mark,Minor,1
5627a894,QC26020304,,ถลอก/Peel off,Minor,1
600254da,QC26020304,,บิ่น/chip,Critical,1
5f19fcee,QC26020309,,ไม่เหมือน STD./ not same STD.,Minor,315
9541703b,QC26020309,,สีไม่ตรง STD./Color off Standard,Minor,315
5d50510e,QC26020309,,มีเศษพลาสติก/scrap plastic,Minor,23
599ec257,QC26020309,,จุดสี /Colcr dct,Minor,2
cef2104a,QC26020317,,ไม่เหมือน STD./ not same STD.,Minor,1000
b40ec2fc,QC26020317,,พิมพ์แตก/Printing cracked,Minor,53
1b9ebfe2,QC26020317,,จุดสี /Colcr dct,Minor,5
225851a5,QC26020317,,เป็นเม็ด/Dot,Minor,1
badf3cbc,QC26020318,,ไม่เหมือน STD./ not same STD.,Minor,1000
f4c793d1,QC26020319,,เส้นผม/hair,Critical,1
db8067ea,QC26020319,,หมุนไม่สุด,Minor,27
db41d16d,QC26020320,,จุดสี /Colcr dct,Minor,6
da933229,QC26020320,,คราบสกปรก/Dirty,Minor,5
2d700f1c,QC26020320,,เปื้อนตัวยา / stain bulk,Minor,5
15fd9c88,QC26020320,,สีไม่ตรง STD./Color off Standard,Minor,315
d520d0f2,QC26020322,,ประกอบไม่สุด/Assembled not complete,Major,37
bfa70a19,QC26020323,,สีไม่ตรง STD./Color off Standard,Minor,315
a1d131b5,QC26020323,,คราบสกปรก/Dirty,Minor,1
c19f4ebb,QC26020324,,ฝุ่น/Dust,Major,36
34d4939d,QC26020324,,คราบสกปรก/Dirty,Minor,3
2758086f,QC26020324,,พิมพ์เอียง/Printing sloping,Minor,2
630d31aa,QC26020324,,คราบกาว/glue stains,Minor,2
98f012d9,QC26020324,,รอยขีด/scratch mark,Minor,1
57c2b2ce,QC26020325,,สีไม่ตรง STD./Color off Standard,Minor,315
fbe9982d,QC26020325,,พิมพ์เอียง/Printing sloping,Minor,32
fca6b992,QC26020325,,พิมพ์แตก/Printing cracked,Minor,4
ce6116aa,QC26020325,,หลวม/loose,Minor,2
c435154a,QC26020326,,ฝุ่น/Dust,Minor,2
59d903f2,QC26020326,,คราบสกปรก/Dirty,Minor,1
e4adc99a,QC26020326,,จุดสี /Colcr dct,Minor,1
4450fd07,QC26020327,,มีเศษพลาสติก/scrap plastic,Minor,34
c371f81f,QC26020327,,ฝุ่น/Dust,Minor,22
a6b655eb,QC26020327,,จุดสี /Colcr dct,Minor,2
65ad759d,QC26020328,,Spout เอียง,Minor,47
e7719460,QC26020329,,จุดสี /Colcr dct,Minor,34
39ac86a0,QC26020330,,สีไม่ตรง STD./Color off Standard,Minor,80
2f961ba1,QC26020333,,หลุด/loose,Minor,1
d3d88aa4,QC26020333,,หลุด/loose,Critical,20
e8e6e147,QC26020334,,สีไม่ตรง STD./Color off Standard,Minor,315
12a69c8d,QC26020335,,รอยขีด/scratch mark,Minor,4
85e89fb5,QC26020340,,สีไม่ตรง STD./Color off Standard,Minor,315
fea68376,QC26020340,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
4098a36f,QC26020341,,สีไม่ตรง STD./Color off Standard,Minor,315
8b240d01,QC26020341,,จุด Stopper เสียรูปทรงจากการประกอบ,Minor,10
3fc11505,QC26020342,,สีไม่ตรง STD./Color off Standard,Minor,315
cce42242,QC26020343,,สีไม่ตรง STD./Color off Standard,Minor,500
51ea4008,QC26020344,,เป็นรู,Minor,5
da18ba04,QC26020344,,รอยกดทับ Pressure marks,Minor,2
7212a5b4,QC26020344,,ผิวไม่เรียบ/Uneven sufface,Minor,1
2a8549c7,QC26020345,,ฉีกขาด/torn off,Major,2
79f3d667,QC26020345,,แตก/broken,Minor,1
78a2b30c,QC26020345,,คราบสกปรก/Dirty,Minor,1
205b9d5d,QC26020346,,มีเศษพลาสติก/scrap plastic,Minor,37
8138411d,QC26020346,,โดนความร้อน/Has mark from heat,Minor,6
6ac79166,QC26020347,,จุดสี /Colcr dct,Minor,3
99109b7c,QC26020348,,ไม่เหมือน STD./ not same STD.,Minor,315
baf1ad1c,QC26020348,,สีไม่ตรง STD./Color off Standard,Minor,315
36c28822,QC26020349,,งอ/Bend,Minor,34
e6c7190e,QC26020349,,แตก/broken,Critical,1
eadc2576,QC26020349,,ฉีกขาด/torn off,Major,1
ca18e250,QC26020350,,งอ/Bend,Minor,48
22790dea,QC26020350,,รูตัน/hole block,Minor,23
6266f563,QC26020350,,คราบสกปรก/Dirty,Minor,3
417e8c74,QC26020350,,โดนความร้อน/Has mark from heat,Minor,1
ee8962c8,QC26020374,,เคลือบไม่เต็ม/Not full glaze,Minor,200
f94879b6,QC26020374,,ผิวไม่เรียบ/Uneven sufface,Minor,1
8840ccde,QC26020376,,สีไม่ตรง STD./Color off Standard,Minor,500
e98586dd,QC26020377,,รอยขีด/scratch mark,Minor,38
b4b1a849,QC26020378,,หลุด/loose,Major,57
41f4a50a,QC26020378,,คราบสกปรก/Dirty,Minor,4
39144de8,QC26020378,,เสียรูปทรง/Deform,Minor,2
544ea160,QC26020379,,แตก/broken,Critical,1
c2414412,QC26020379,,ร้าว/crack,Major,1
760490bb,QC26020380,,หลุด/loose,Major,1
f48f4c8e,QC26020381,,ประกอบไม่สุด/Assembled not complete,Major,47
d4e1cb7e,QC26020387,,สีไม่ตรง STD./Color off Standard,Minor,200
dea485b6,QC26020388,,สีไม่ตรง STD./Color off Standard,Minor,125
50efcdbf,QC26020388,,บิ่น/chip,Major,1
41b88848,QC26020389,,สีไม่ตรง STD./Color off Standard,Minor,200
ca2272da,QC26020390,,สีไม่ตรง STD./Color off Standard,Minor,200
c51c67e7,QC26020391,,สีไม่ตรง STD./Color off Standard,Minor,200
94e97ca3,QC26020392,,สีไม่ตรง STD./Color off Standard,Minor,200
a0343c0d,QC26030398,,งอ/Bend,Minor,8
21bee7f2,QC26030398,,แตก/broken,Critical,4
d1cf8a9d,QC26030398,,ร้าว/crack,Critical,1
a4d76197,QC26030399,,สิ่งแปลกปลอม,Critical,1
81e39d5b,QC26030399,,งอ/Bend,Minor,7
4542d8fa,QC26030399,,แตก/broken,Minor,5
83caadd6,QC26030399,,โดนความร้อน/Has mark from heat,Minor,2
d7a5a3b5,QC26030402,,เส้นผม/hair,Critical,1
df34fd13,QC26030402,,รอยเส้น/Trace mark,Minor,1
6e62a740,QC26030403,,หลุด/loose,Major,37
95df652e,QC26030403,,หลุด/loose,Major,4
8c89ca58,QC26020405,,สีไม่ตรง STD./Color off Standard,Minor,400
d8395b3f,QC26020405,,ฝุ่น/Dust,Minor,7
ec3a87f4,QC26020405,,เอียง,Minor,3
068b0edb,QC26020405,,คราบสกปรก/Dirty,Minor,1
3425b7bc,QC26020406,,สีไม่ตรง STD./Color off Standard,Minor,400
707c93c8,QC26020406,,เอียง,Minor,37
a77db96b,QC26020406,,ฝุ่น/Dust,Minor,2
0321df3e,QC26020406,,คราบสกปรก/Dirty,Minor,1
65d6d57f,QC26020407,,สีไม่ตรง STD./Color off Standard,Minor,200
