legacy_detail_id,order_no,defect_code,symptom,critical_rank,quantity
99ce777b,QC26070167,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,9
47de5a45,QC26070167,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,3
d6aeabb6,QC26070167,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,2
d8a4b62f,QC26070167,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,2
7553479c,QC26070167,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,2
96314359,QC26070167,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,1
c0662449,QC26070168,"12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,31
17a42182,QC26070168,"12101 , 12308","สีไม่ตรง STD./Color off Standard , หมุนลงไม่สุด/Cannot rotate fully",Minor,38
e941b3ea,QC26070168,"12358 , 12308","สีไม่ตรง STD./Color off Standard , เป็นรู/Hole present",Minor,26
f0e765ea,QC26070168,"12304 , 12308","สีไม่ตรง STD./Color off Standard , ถลอก/ Peeling",Minor,4
4bcade35,QC26070168,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,3
be384ac2,QC26070168,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,3
e1d0bfdd,QC26070168,"12301 , 12308","สีไม่ตรง STD./Color off Standard , รอยด่าง/stain spot",Minor,3
39b1e4b5,QC26070169,12308,สีไม่ตรง STD./Color off Standard,Minor,414
3083f42c,QC26070169,"12321 , 12308","สีไม่ตรง STD./Color off Standard , มีเศษพลาสติกยื่น/ Plastic burr",Minor,43
e9c1bc4a,QC26070169,"12339 , 12308","สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD.",Minor,31
4c06e0e0,QC26070169,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,6
da8afeaa,QC26070169,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,4
27280031,QC26070169,"12107 , 12308","ประกอบไม่สุด/Assembly not complete , สีไม่ตรง STD./Color off Standard",Minor,1
bde1dea0,QC26070169,"12338 , 12308","สีไม่ตรง STD./Color off Standard , ขาด / missing",Minor,1
30ec2ca9,QC26070170,12120,ห่าง/Gap,Minor,48
51483711,QC26070170,12127,ประกอบไม่สนิท / Assembly incomplete,Minor,5
3f68b6b2,QC26070170,12312,คราบสกปรก/Dirty,Minor,3
0c1a3447,QC26070170,12309,จุดดำ/Black dot,Minor,2
5f56720e,QC26070170,12309,จุดดำ/Black dot,Minor,2
0a11a569,QC26070170,12313,เป็นเม็ด/Dot,Minor,1
17054752,QC26070170,12310,ฝุ่น/Dust,Major,1
629d01e8,QC26070170,12341,เปื้อนสี / Color stain,Minor,1
60f532c5,QC26070170,12306,ร้าว/crack,Major,1
ec3cc5e1,QC26070171,"12308 , 15308","สีไม่ตรง STD./Color off Standard , สีไม่ตรง STD./Color off Standard",Minor,584
d69176cd,QC26070171,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,35
e7fa70bd,QC26070171,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,5
f09d4cc2,QC26070171,"12305 , 12308","บุบ/Dent , สีไม่ตรง STD./Color off Standard",Minor,2
75b87230,QC26070171,"11009 , 12308","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD./Color off Standard",Minor,1
0f8df57f,QC26070171,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,1
fd92849f,QC26070171,"12340 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนตัวยา / Bulk stain",Minor,1
ab970779,QC26070171,"12318 , 12308","สีไม่ตรง STD./Color off Standard , รอยเส้น/Trace mark",Minor,1
f97f2e30,QC26070172,"15308 , 12308","สีไม่ตรง STD./Color off Standard , สีไม่ตรง STD./Color off Standard",Minor,592
6cc11108,QC26070172,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,27
b43ef78c,QC26070172,"12305 , 12308","บุบ/Dent , สีไม่ตรง STD./Color off Standard",Minor,5
37e9f8a6,QC26070172,"12308 , 12346","สีไม่ตรง STD./Color off Standard , คราบกาว/Glue stain",Minor,2
5ccdb637,QC26070172,"12308 , 12304","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,2
4dc062be,QC26070172,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
fe295b2e,QC26070172,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,1
f13515e9,QC26070173,"12308 , 15308","สีไม่ตรง STD./Color off Standard , สีไม่ตรง STD./Color off Standard",Minor,240
a84c15e1,QC26070173,"12308 , 12312","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,37
14ee17d9,QC26070173,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,26
cc1b0a04,QC26070173,"12340 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนตัวยา / Bulk stain",Minor,7
55851073,QC26070173,"11009 , 12308","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD./Color off Standard",Minor,4
6d9894e8,QC26070173,"12308 , 11374","แมลง/Insect , สีไม่ตรง STD./Color off Standard",Critical,1
abb33020,QC26070174,12308,สีไม่ตรง STD./Color off Standard,Minor,365
1435bced,QC26070174,"12308 , 12313","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,24
2a65837f,QC26070174,"12340 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนตัวยา / Bulk stain",Minor,5
6ea9b50f,QC26070174,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,4
e0db26c0,QC26070174,"12305 , 12308","บุบ/Dent , สีไม่ตรง STD./Color off Standard",Minor,1
8b7bc7a4,QC26070174,"12346 , 12308","สีไม่ตรง STD./Color off Standard , คราบกาว/Glue stain",Minor,1
d9905f1e,QC26070175,"12308 , 11010","พิมพ์แตก/Printing cracked , สีไม่ตรง STD./Color off Standard",Minor,553
8016c4a1,QC26070175,"12309 , 12308 , 11010","พิมพ์แตก/Printing cracked , สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,33
0f9473f5,QC26070175,"11009 , 12308 , 11010","พิมพ์ถลอก/Printing peeling , พิมพ์แตก/Printing cracked , สีไม่ตรง STD./Color off Standard",Minor,4
2a378029,QC26070175,"12327 , 12308 , 11010","พิมพ์แตก/Printing cracked , สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,3
e3190591,QC26070175,"12301 , 12308 , 11010","พิมพ์แตก/Printing cracked , รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,2
a2cd8738,QC26070175,"12310 , 12308 , 11010","พิมพ์แตก/Printing cracked , สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,35
eb86ae3e,QC26080004,12308,สีไม่ตรง STD./Color off Standard,Minor,360
2a39262e,QC26080004,"12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,6
00efcff4,QC26080004,"12308 , 12312","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,29
f8c1a959,QC26080004,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,3
4e6fc881,QC26080004,"12340 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนตัวยา / Bulk stain",Minor,1
8920ffdc,QC26080004,"11374 , 12308","แมลง/Insect , สีไม่ตรง STD./Color off Standard",Minor,1
11b24c58,QC26070176,11020,พิมพ์เหลื่อม,Minor,280
0f2d777e,QC26070176,12309,จุดดำ/Black dot,Minor,33
c40097ab,QC26070176,12341,เปื้อนสี / Color stain,Minor,1
ac50db9b,QC26070176,12312,คราบสกปรก/Dirty,Minor,1
e59829bb,QC26080006,12308,สีไม่ตรง STD./Color off Standard,Minor,298
b0ece14f,QC26080006,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,5
ca1fd8fd,QC26080006,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,4
44abab49,QC26080006,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,2
d942904e,QC26080006,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,2
5f56cf95,QC26080006,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,1
9ef78f0d,QC26080006,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,1
7caa0923,QC26080006,"12356 , 12308","สีไม่ตรง STD./Color off Standard , เส้นผม/Hair contamination",Minor,1
08f5535f,QC26080006,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,1
22b3137a,QC26070177,12308,สีไม่ตรง STD./Color off Standard,Minor,425
b1fe3255,QC26070177,"12321 , 12308","สีไม่ตรง STD./Color off Standard , มีเศษพลาสติกยื่น/ Plastic burr",Minor,27
717eabc7,QC26070177,"12326 , 12308","สีไม่ตรง STD./Color off Standard , บิ่น/chip",Minor,4
308f3298,QC26070177,"12306 , 12308","ร้าว/crack , สีไม่ตรง STD./Color off Standard",Major,3
b632d3a0,QC26070177,"12322 , 12308","สีไม่ตรง STD./Color off Standard , แหว่ง/chip",Minor,2
565106b0,QC26070177,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,2
771c2276,QC26070177,"12107 , 12308","ประกอบไม่สุด/Assembly not complete , สีไม่ตรง STD./Color off Standard",Minor,2
879b5321,QC26070177,"12307 , 12308","แตก/broken , สีไม่ตรง STD./Color off Standard",Major,1
e8ead902,QC26070177,"12339 , 12308","สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD.",Minor,1
2ace0686,QC26070177,"12323 , 12308","สีไม่ตรง STD./Color off Standard , งอ/Bend",Minor,1
3684dd3c,QC26070177,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,1
9b2a5039,QC26070178,"12308 , 11018","พิมพ์ไม่สม่ำเสมอ/Uneven printing , สีไม่ตรง STD./Color off Standard",Minor,479
b43a0f89,QC26070178,"12312 , 12308 , 11018","พิมพ์ไม่สม่ำเสมอ/Uneven printing , สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,6
294d4058,QC26070178,"12301 , 12308 , 11018","พิมพ์ไม่สม่ำเสมอ/Uneven printing , รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,5
dad63f8b,QC26070178,"12313 , 12308 , 11018","พิมพ์ไม่สม่ำเสมอ/Uneven printing , สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,4
a6d51562,QC26070178,"12304 , 12308 , 11018","พิมพ์ไม่สม่ำเสมอ/Uneven printing , ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,3
d8aaa890,QC26070178,"12327 , 12308 , 11018","พิมพ์ไม่สม่ำเสมอ/Uneven printing , สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,3
07434b69,QC26070179,12308,สีไม่ตรง STD./Color off Standard,Minor,424
620c073e,QC26070179,"12321 , 12308","สีไม่ตรง STD./Color off Standard , มีเศษพลาสติกยื่น/ Plastic burr",Minor,48
2c3bd4d7,QC26070179,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,27
a070d100,QC26070179,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
e7888d62,QC26070180,"12308 , 15308 , 12312","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , สีไม่ตรง STD./Color off Standard",Minor,163
10f6ada6,QC26070180,"12340 , 12308 , 15308 , 12312","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , เปื้อนตัวยา / Bulk stain , สีไม่ตรง STD./Color off Standard",Minor,26
b4294917,QC26070180,"12341 , 12308 , 15308 , 12312","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , เปื้อนสี / Color stain , สีไม่ตรง STD./Color off Standard",Minor,5
73d319d8,QC26070180,"11009 , 12308 , 15308 , 12312","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , สีไม่ตรง STD./Color off Standard",Minor,2
785a1f64,QC26070180,"12356 , 12308 , 15308 , 12312","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , เส้นผม/Hair contamination , สีไม่ตรง STD./Color off Standard",Critical,2
0e5490f2,QC26070180,"12304 , 12308 , 15308 , 12312","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , สีไม่ตรง STD./Color off Standard",Minor,2
66e748c5,QC26070181,"12308 , 12312 , 15308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , สีไม่ตรง STD./Color off Standard",Minor,131
2fd7331c,QC26070181,"12361 , 12308 , 12312 , 15308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , เหงื่อ/ Sweating , สีไม่ตรง STD./Color off Standard",Minor,42
ece90acf,QC26070181,"12340 , 12308 , 12312 , 15308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , เปื้อนตัวยา / Bulk stain , สีไม่ตรง STD./Color off Standard",Minor,23
b72a6879,QC26070181,"12341 , 12308 , 12312 , 15308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , เปื้อนสี / Color stain , สีไม่ตรง STD./Color off Standard",Minor,2
36198c2e,QC26070181,"11015 , 12308 , 12312 , 15308","พิมพ์ซ้ำ/Printing double , สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , สีไม่ตรง STD./Color off Standard",Major,2
9aae9b45,QC26070182,12308,สีไม่ตรง STD./Color off Standard,Minor,254
9f3bb69b,QC26070182,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,36
52a942bb,QC26070182,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,9
43417d56,QC26070182,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,5
ceb97358,QC26070182,"12358 , 12308","สีไม่ตรง STD./Color off Standard , เป็นรู/Hole present",Minor,3
4b8c95bd,QC26070182,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,3
ab85b896,QC26070182,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,2
91e07e69,QC26070182,"12332 , 12308","สีไม่ตรง STD./Color off Standard , ประกายเงิน/ Silver streak",Minor,2
c26be15d,QC26070182,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,1
abb6c53c,QC26070183,"12308 , 12304","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,351
357d0721,QC26070183,"12127 , 12308 , 12304","ประกอบไม่สนิท / Assembly incomplete , ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,31
80d0c52c,QC26070183,"12312 , 12308 , 12304","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
5576ad81,QC26070183,"12301 , 12308 , 12304","รอยด่าง/stain spot , ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,1
dc94f1aa,QC26070183,"12309 , 12308 , 12304","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,1
79e471fd,QC26070183,"12310 , 12308 , 12304","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,14
bd25fe3b,QC26070183,"12356 , 12308 , 12304","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard , เส้นผม/Hair contamination",Critical,1
08ee82f4,QC26080007,12308,สีไม่ตรง STD./Color off Standard,Minor,1554
4fb92f1b,QC26080007,"12305 , 12308","บุบ/Dent , สีไม่ตรง STD./Color off Standard",Minor,27
3ee7a540,QC26080007,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,7
2fb1dbcc,QC26080007,"12349 , 12308","สีไม่ตรง STD./Color off Standard , เอียง/Slanted",Minor,5
e51158db,QC26080007,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,4
e00d6009,QC26080007,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,2
2f4dc5ce,QC26080007,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,1
2b45870c,QC26070184,"12308 , 15308","สีไม่ตรง STD./Color off Standard , สีไม่ตรง STD./Color off Standard",Major,285
420f59aa,QC26070184,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,5
183a8d4b,QC26070184,"11018 , 12308","พิมพ์ไม่สม่ำเสมอ/Uneven printing , สีไม่ตรง STD./Color off Standard",Minor,5
7bb0089f,QC26070184,"12322 , 12308","สีไม่ตรง STD./Color off Standard , แหว่ง/chip",Minor,5
c3072bcf,QC26070184,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,3
efd3dcb5,QC26070184,"12303 , 12308","รอยย่น/Wrinkle , สีไม่ตรง STD./Color off Standard",Minor,3
d4a05194,QC26070184,"12371 , 12308","สีไม่ตรง STD./Color off Standard , ไขที่เนื้อยา/ Oil separation",Minor,2
9ffbd248,QC26070184,"12363 , 12308","สีไม่ตรง STD./Color off Standard , ตัดไม่ขาด/ผิวไม่เรียบ/ Incomplete cutting / Rough surface",Minor,2
c9288094,QC26070184,"11009 , 12308","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD./Color off Standard",Minor,1
30d36250,QC26070184,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,4
bab5a383,QC26080008,"12308 , 11007 , 11010","สีไม่ตรง STD./Color off Standard , พิมพ์หนา/Printing too thick , พิมพ์แตก/Printing cracked",Minor,772
66d67fb3,QC26080008,"12373 , 12308 , 11007 , 11010","สีไม่ตรง STD./Color off Standard , พิมพ์หนา/Printing too thick , Die cut /ไม่ตรงตำแหน่ง/Die-cut misaligned , พิมพ์แตก/Printing cracked",Minor,22
4d32d2b7,QC26080008,"12309 , 11007 , 11010 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot , พิมพ์หนา/Printing too thick , พิมพ์แตก/Printing cracked",Minor,2
c7b70b9c,QC26080008,"12301 , 12308 , 11007 , 11010","สีไม่ตรง STD./Color off Standard , พิมพ์หนา/Printing too thick , พิมพ์แตก/Printing cracked , รอยด่าง/stain spot",Minor,1
5478408c,QC26080008,"12346 , 12308 , 11007 , 11010","สีไม่ตรง STD./Color off Standard , พิมพ์หนา/Printing too thick , คราบกาว/Glue stain , พิมพ์แตก/Printing cracked",Minor,1
7ed9e585,QC26080008,"12327 , 12308 , 11007 , 11010","สีไม่ตรง STD./Color off Standard , พิมพ์หนา/Printing too thick , รอยขีด/Scratch mark , พิมพ์แตก/Printing cracked",Minor,1
61f37567,QC26080008,"12324 , 12308 , 11007 , 11010","สีไม่ตรง STD./Color off Standard , เสียรูปทรง/Deformation , พิมพ์หนา/Printing too thick , พิมพ์แตก/Printing cracked",Minor,1
c6c71dbf,QC26080009,12308,สีไม่ตรง STD./Color off Standard,Minor,14
4f85a715,QC26080009,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,8
6269d775,QC26080009,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,7
424ed852,QC26080009,"12308 , 12301","สีไม่ตรง STD./Color off Standard , รอยด่าง/stain spot",Minor,2
b8598aa9,QC26080009,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,1
3f96df55,QC26080010,12309,จุดดำ/Black dot,Minor,39
337c7d7d,QC26080010,12318,รอยเส้น/Trace mark,Minor,8
da77d74e,QC26080010,12341,เปื้อนสี / Color stain,Minor,7
33f1df71,QC26080010,12312,คราบสกปรก/Dirty,Minor,2
d721fa24,QC26080010,11374,แมลง/Insect,Minor,1
b9061a6d,QC26080010,12310,ฝุ่น/Dust,Minor,1
fa949dd6,QC26080011,12308,สีไม่ตรง STD./Color off Standard,Minor,573
56acf292,QC26080011,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,54
dc651c1c,QC26080011,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,3
cffacf6b,QC26080012,12327,รอยขีด/Scratch mark,Minor,1
05b5b8f5,QC26080012,12310,ฝุ่น/Dust,Major,1
33659075,QC26080012,12304,ถลอก/ Peeling,Minor,2
a98c0449,QC26080012,12313,เป็นเม็ด/Dot,Minor,1
d7fc6a41,QC26080012,12301,รอยด่าง/stain spot,Minor,1
97dd414f,QC26080012,12309,จุดดำ/Black dot,Minor,36
9f6484c6,QC26080012,12312,คราบสกปรก/Dirty,Minor,7
a0cd9ef9,QC26080013,12308,สีไม่ตรง STD./Color off Standard,Minor,584
8e5c3afd,QC26080013,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,44
cb3a9322,QC26080013,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
6b4006b3,QC26080013,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,1
cce14365,QC26070185,12339,ไม่เหมือน STD./ not same STD.,Minor,538
b21918db,QC26070185,"12304 , 12339","ถลอก/ Peeling , ไม่เหมือน STD./ not same STD.",Minor,69
8c323632,QC26070185,"11020 , 12339","ไม่เหมือน STD./ not same STD. , พิมพ์เหลื่อม",Minor,6
86e5f6e9,QC26070185,"12122 , 12339","ยับ/ Wrinkled , ไม่เหมือน STD./ not same STD.",Minor,5
68c2e30e,QC26070185,"12349 , 12339","ไม่เหมือน STD./ not same STD. , เอียง/Slanted",Minor,5
6789d087,QC26070185,"12318 , 12339","รอยเส้น/Trace mark , ไม่เหมือน STD./ not same STD.",Minor,4
cbd29d66,QC26070185,"12346 , 12339","ไม่เหมือน STD./ not same STD. , คราบกาว/Glue stain",Minor,2
cd2757ac,QC26070185,"12341 , 12339","ไม่เหมือน STD./ not same STD. , เปื้อนสี / Color stain",Minor,1
6f845e1c,QC26080014,12308,สีไม่ตรง STD./Color off Standard,Minor,180
97f572d6,QC26080014,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,9
07d2daed,QC26080014,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,4
c06f8c0d,QC26080014,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,4
3921ecbe,QC26080014,"12358 , 12308","สีไม่ตรง STD./Color off Standard , เป็นรู/Hole present",Minor,1
19af4317,QC26080014,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,1
8f84b311,QC26080014,"12101 , 12308","หมุนลงไม่สุด/Cannot rotate fully , สีไม่ตรง STD./Color off Standard",Minor,1
79508185,QC26080015,12308,สีไม่ตรง STD./Color off Standard,Minor,184
5390872d,QC26080015,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,9
977d0602,QC26080015,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,5
53be487c,QC26080015,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,2
df7f31df,QC26080016,12309,จุดดำ/Black dot,Minor,42
d8e33aee,QC26080016,12310,ฝุ่น/Dust,Major,1
57486c0c,QC26080016,12304,ถลอก/ Peeling,Minor,1
d5dd4880,QC26080016,12312,คราบสกปรก/Dirty,Minor,1
605fccba,QC26080017,12339,ไม่เหมือน STD./ not same STD.,Minor,125
7503d568,QC26080017,"12304 , 12339","ถลอก/ Peeling , ไม่เหมือน STD./ not same STD.",Minor,38
d2947267,QC26080017,"11020 , 12339","ไม่เหมือน STD./ not same STD. , พิมพ์เหลื่อม",Minor,27
eb3dc2ac,QC26080017,"12349 , 12339","ไม่เหมือน STD./ not same STD. , เอียง/Slanted",Minor,5
5d524227,QC26080017,"12309 , 12339","จุดดำ/Black dot , ไม่เหมือน STD./ not same STD.",Minor,3
e82f56c6,QC26080017,"12341 , 12339","ไม่เหมือน STD./ not same STD. , เปื้อนสี / Color stain",Minor,1
28d3a093,QC26080017,"12122 , 12339","ยับ/ Wrinkled , ไม่เหมือน STD./ not same STD.",Minor,1
5c236dd3,QC26070186,12308,สีไม่ตรง STD./Color off Standard,Minor,108
46ba0b65,QC26070186,12312,คราบสกปรก/Dirty,Minor,5
474d6e86,QC26070186,12301,รอยด่าง/stain spot,Minor,5
e49eabaa,QC26070186,12327,รอยขีด/Scratch mark,Minor,3
769c5045,QC26070186,12327,รอยขีด/Scratch mark,Major,1
a66a3f99,QC26070186,11009,พิมพ์ถลอก/Printing peeling,Minor,1
479cd8ca,QC26070186,11010,พิมพ์แตก/Printing cracked,Minor,1
3fcc4a4d,QC26070186,11009,พิมพ์ถลอก/Printing peeling,Minor,1
dde6d864,QC26080018,12309,จุดดำ/Black dot,Minor,37
f74ed126,QC26080018,12312,คราบสกปรก/Dirty,Minor,25
c91bc384,QC26080018,12127,ประกอบไม่สนิท / Assembly incomplete,Minor,5
b7ad1a54,QC26080018,12310,ฝุ่น/Dust,Minor,1
34f38e07,QC26080018,12310,ฝุ่น/Dust,Minor,4
d199897d,QC26080018,12313,เป็นเม็ด/Dot,Minor,4
28dd6e06,QC26080018,12309,จุดดำ/Black dot,Minor,1
f573b7ac,QC26080019,12308,สีไม่ตรง STD./Color off Standard,Minor,279
66df3367,QC26080019,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,24
f448fae2,QC26080019,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,5
41135807,QC26080019,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,4
3973b2b5,QC26080019,12340,เปื้อนตัวยา / Bulk stain,Minor,1
c4ba95e1,QC26080019,"12346 , 12308","สีไม่ตรง STD./Color off Standard , คราบกาว/Glue stain",Minor,1
8d175252,QC26080019,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,1
8bc55541,QC26080020,12308,สีไม่ตรง STD./Color off Standard,Minor,160
e2a06153,QC26080020,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,24
6968a811,QC26080020,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,7
a2ab6f7a,QC26080020,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,6
897fea39,QC26080020,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,2
07399c3c,QC26080020,"12346 , 12308","สีไม่ตรง STD./Color off Standard , คราบกาว/Glue stain",Minor,1
e255de93,QC26080021,12308,สีไม่ตรง STD./Color off Standard,Minor,997
